strategy,family,independence_group,evidence,description,implementation_note,start,end,years,cagr,stress_cagr,annual_vol,excess_shy_sharpe,max_drawdown,ulcer_index,calmar,cvar_5pct_daily,worst_calendar_year,best_calendar_year,max_recovery_days,max_underwater_days,max_trough_to_recovery_days,max_5pct_trough_to_recovery_days,median_5pct_trough_to_recovery_days,share_5pct_recovered_within_20d,n_5pct_drawdowns,n_unrecovered_5pct_drawdowns,largest_year_abs_excess_share,annual_turnover,cagr_2007_2012,cagr_2013_2021,rolling_3y_min,rolling_3y_target_share,rolling_5y_min,rolling_5y_target_share,latest_weights,GFC_return,GFC_maxdd,2011_euro_US_downgrade_return,2011_euro_US_downgrade_maxdd,2018_Q4_return,2018_Q4_maxdd,COVID_crash_return,COVID_crash_maxdd,tier,original_gate,relaxed_5pct_gate,avoided_5pct_drawdown,hard_20d_recovery,median_recovery_20d,majority_recovery_20d,original_joint,relaxed_joint
full__s100__QQQ_vol_target_12__cross_asset_mom_126_top3__sector_low_ulcer_positive_trend__SPY_trend_150d__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'all_weather_sleeve_trend_200'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09778120726176542,0.09761289154672625,0.09099104494762754,0.8514315319220006,-0.128518261634736,0.03820023568619709,0.7608351219352086,-0.014276666840515461,-0.048725218408168236,0.24349641725325433,464,464,255,255,84.0,0.14285714285714285,14,0,0.14945913191233132,0.3066019638465271,0.07435081583952408,0.11345495371520453,0.03786703862403762,0.37433333333333335,0.048795848768316,0.37219551282051283,"{""QQQ_vol_target_12"": 0.2, ""SPY_trend_150d"": 0.2, ""all_weather_sleeve_trend_200"": 0.2, ""cross_asset_mom_126_top3"": 0.2, ""sector_low_ulcer_positive_trend"": 0.2}",-0.029066671527816723,-0.08630613561921974,-0.009380275617055567,-0.06450931426310769,-0.1264404477745712,-0.1285182616347359,-0.08205461424560567,-0.10576051622349414,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__sector_low_ulcer_positive_trend__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('sector_low_ulcer_positive_trend', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.08291981249106817,0.08276783503805674,0.07523534444196761,0.8261986729060312,-0.11010759116705182,0.03497884772751069,0.7530798886088136,-0.011541300458178574,-0.04135682461715395,0.21131714503434051,463,463,255,255,84.0,0.0,11,0,0.14636622686327705,0.28063309105620277,0.04855160829916927,0.10611436771274341,0.013829736682828386,0.32233333333333336,0.03824445015693012,0.22075320512820512,"{""SPY_95_105_collar"": 0.3333333333333333, ""all_weather_sleeve_trend_200"": 0.3333333333333333, ""sector_low_ulcer_positive_trend"": 0.3333333333333333}",-0.07726823738265065,-0.11010759116705127,-0.03683104893234479,-0.06835993346965052,-0.08123076642556026,-0.08253479376082695,-0.06516594421971844,-0.08114514322402422,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s100__cross_asset_mom_126_top3__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('cross_asset_mom_126_top3', 'SPY_95_105_collar'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.08988536686568627,0.08972603161879666,0.09103760421315531,0.7738117483524356,-0.136555160099747,0.04489487110523018,0.6582348612826444,-0.013947119719598857,-0.05903187230491824,0.22803093396080576,502,502,255,255,87.0,0.0,13,0,0.1504692557115418,0.2923404495662739,0.07568849805989997,0.09931606008528338,0.023132480889253904,0.269,0.03974560395837101,0.2247596153846154,"{""SPY_95_105_collar"": 0.5, ""cross_asset_mom_126_top3"": 0.5}",-0.057424465116583834,-0.1360117013433818,-0.021868114091177948,-0.0513637694995559,-0.12847304070661347,-0.13140839511280022,-0.08827954515194236,-0.10394949029113454,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s75__sector_low_ulcer_positive_trend__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('sector_low_ulcer_positive_trend', 'all_weather_sleeve_trend_200'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.06987442826401047,0.06974267247751098,0.05837009828202542,0.8641678109273141,-0.07755853984601002,0.022160207386155,0.90092500971194,-0.008865209025468097,-0.030768132505532453,0.16170720710475517,440,440,255,255,87.0,0.0,7,0,0.15817023483700732,0.2462594866697834,0.05552611599651058,0.07940880314317944,0.026170011762409517,0.11633333333333333,0.03757810812410867,0.0,"{""SHY"": 0.25, ""all_weather_sleeve_trend_200"": 0.375, ""sector_low_ulcer_positive_trend"": 0.375}",0.03007763403167507,-0.052371495651961086,0.0023530440678505293,-0.051449171983098174,-0.0689537585421175,-0.06962504417323578,-0.02725441149710195,-0.05255354291579295,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s75__QQQ_vol_target_12__cross_asset_mom_126_top3__sector_low_ulcer_positive_trend__SPY_trend_150d__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'all_weather_sleeve_trend_200'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.07803986098017379,0.0778877692376696,0.06791221802410319,0.8503474712280591,-0.09474025046229173,0.02675379637412487,0.8237244529054207,-0.010561751314493086,-0.035074960726166116,0.17908596166880963,440,440,255,255,87.5,0.0,10,0,0.14943749146062138,0.2821207001124779,0.0637462342262285,0.08753668384064062,0.0300489090252829,0.08866666666666667,0.040653958525341816,0.03485576923076923,"{""QQQ_vol_target_12"": 0.15, ""SHY"": 0.25, ""SPY_trend_150d"": 0.15, ""all_weather_sleeve_trend_200"": 0.15, ""cross_asset_mom_126_top3"": 0.15, ""sector_low_ulcer_positive_trend"": 0.15}",-0.0008613758874517208,-0.05974257145482642,-0.0060806684741058215,-0.047899314938765425,-0.09303020688598518,-0.09458772352241662,-0.05713245645074483,-0.07663065072256048,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s100__sector_low_ulcer_positive_trend__SPY_trend_150d__all_weather_sleeve_trend_200__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09241775513930617,0.09226493373714595,0.09068719643794484,0.7918976677099658,-0.12987780217262612,0.04290459307701506,0.7115746770681397,-0.014287838021895424,-0.06389197360260723,0.25703893671771594,467,467,255,255,89.5,0.0,12,0,0.15217940985950798,0.2797371223665309,0.05462355986328693,0.11798693379258718,0.02151278089021824,0.37166666666666665,0.040898560582090626,0.31490384615384615,"{""SPY_95_105_collar"": 0.2, ""SPY_trend_150d"": 0.2, ""all_weather_sleeve_trend_200"": 0.2, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.2, ""sector_low_ulcer_positive_trend"": 0.2}",-0.09985614961634126,-0.11458281601988529,-0.037448653808834886,-0.05965820177022618,-0.08474777224084717,-0.08621802281224833,-0.08388278253330828,-0.09165256573330494,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s75__cross_asset_mom_126_top3__SPY_trend_150d__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('cross_asset_mom_126_top3', 'SPY_trend_150d', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.07866941307873176,0.0785193474366992,0.07407026009613284,0.7841605317012347,-0.10882949522135832,0.032563296162696126,0.7228684918433078,-0.011613553337258931,-0.05712962228794782,0.18447045715276844,464,464,255,255,89.5,0.1,10,0,0.1481841877954669,0.2781967065553378,0.060654743195884375,0.09067320577642457,0.021243796641156054,0.09666666666666666,0.0357575724600101,0.13060897435897437,"{""SHY"": 0.25, ""SPY_95_105_collar"": 0.1875, ""SPY_trend_150d"": 0.1875, ""cross_asset_mom_126_top3"": 0.1875, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.1875}",-0.052005767561168925,-0.07893907484983886,-0.02170909123864384,-0.036222537783576314,-0.07981261736763778,-0.08194185630447781,-0.07064584060885781,-0.0739565209171047,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s50__QQQ_vol_target_12__sector_low_ulcer_positive_trend__SPY_trend_150d__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.06330342325203886,0.06317379047390514,0.056561457950028884,0.7499896593472097,-0.07927639902340144,0.022883071440267636,0.7985153719375226,-0.008900758316974124,-0.02360105137352242,0.16517818226764125,381,381,255,255,92.0,0.0,5,0,0.17100102014089252,0.24379631128150295,0.046194256948890455,0.0746979944854873,0.02613603822075139,0.013666666666666667,0.034609809213083764,0.0,"{""QQQ_vol_target_12"": 0.125, ""SHY"": 0.5, ""SPY_trend_150d"": 0.125, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.125, ""sector_low_ulcer_positive_trend"": 0.125}",-0.035833857845288586,-0.054932403572036326,-0.02828346645729274,-0.04036855499580716,-0.051569813671316855,-0.05249036899506965,-0.05796989936615771,-0.06051702285875982,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__SPY_trend_150d__retail_all_weather_fixed,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'SPY_trend_150d', 'retail_all_weather_fixed'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09720135578058553,0.09703665351558532,0.08917700711954017,0.8568712684309056,-0.14177374122902742,0.04162221621774515,0.6856090199634519,-0.013965586826739169,-0.04276376809802751,0.21690083755026657,466,466,255,255,94.0,0.0,13,0,0.13289217762815686,0.3001677797188031,0.0662799882710221,0.11800654287041601,0.0379307948096228,0.466,0.05332621935154758,0.375400641025641,"{""QQQ_vol_target_12"": 0.3333333333333333, ""SPY_trend_150d"": 0.3333333333333333, ""retail_all_weather_fixed"": 0.3333333333333333}",-0.1266847983422701,-0.1417737412290252,-0.015613244014123118,-0.05046366787457357,-0.0952862804670549,-0.09691477683069782,-0.10255508996302931,-0.1255598556195756,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s75__cross_asset_mom_126_top3__SPY_trend_150d__retail_all_weather_fixed__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('cross_asset_mom_126_top3', 'SPY_trend_150d', 'retail_all_weather_fixed', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.08052167580725178,0.08036722478557157,0.06880697883402027,0.876775924643744,-0.10301850133028023,0.02736604857726684,0.7816234440170801,-0.01064513034248752,-0.05466633933384024,0.1691402007266678,464,464,255,255,95.5,0.0,8,0,0.14004791140275877,0.2858398054677764,0.07441221130556097,0.08455513769394729,0.02893054627745073,0.114,0.03488700907605535,0.07491987179487179,"{""SHY"": 0.25, ""SPY_trend_150d"": 0.1875, ""cross_asset_mom_126_top3"": 0.1875, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.1875, ""retail_all_weather_fixed"": 0.1875}",-0.019174944598136068,-0.0756044284113857,0.01382391547020334,-0.02426792894410934,-0.07783713118852886,-0.08020437400191405,-0.05958902463868054,-0.0762688637900546,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s75__QQQ_vol_target_12__cross_asset_mom_126_top3__sector_low_ulcer_positive_trend__SPY_trend_150d,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.08287621696233227,0.08272272796473734,0.07873014405844177,0.7938927269791236,-0.10716605076492913,0.03315805970935148,0.7733439496069786,-0.012424181915050826,-0.03751282857219229,0.21769316109624182,381,381,255,255,96.0,0.09090909090909091,11,0,0.16025806402256146,0.2834365731076482,0.06190777045590079,0.09687960742988477,0.029205497009846537,0.16733333333333333,0.04328251604961131,0.16266025641025642,"{""QQQ_vol_target_12"": 0.1875, ""SHY"": 0.25, ""SPY_trend_150d"": 0.1875, ""cross_asset_mom_126_top3"": 0.1875, ""sector_low_ulcer_positive_trend"": 0.1875}",-0.033868250351311024,-0.07651616426635621,-0.024231634683073544,-0.05871756959060992,-0.10501824564909612,-0.10716605076492891,-0.07965537926742638,-0.09104810138569819,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s75__QQQ_vol_target_12__sector_low_ulcer_positive_trend__SPY_trend_150d__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.08544182761740027,0.08529567576102104,0.08618702609105625,0.7517755763347158,-0.11904542726656375,0.03950204535791699,0.7177245659850581,-0.013677872713122544,-0.05332037537682888,0.25481495283229383,448,448,255,255,97.0,0.0,12,0,0.17123851532059628,0.2692424271547239,0.05326462314814884,0.10711897799503522,0.022788731480804847,0.275,0.03837424327085426,0.26161858974358976,"{""QQQ_vol_target_12"": 0.1875, ""SHY"": 0.25, ""SPY_trend_150d"": 0.1875, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.1875, ""sector_low_ulcer_positive_trend"": 0.1875}",-0.0923036103033057,-0.1031485702010363,-0.0441293519789101,-0.061727707326931,-0.08225090493445908,-0.08371215243109564,-0.0956446035021955,-0.09921972932459144,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s100__cross_asset_mom_126_top3__SPY_trend_150d__retail_all_weather_fixed__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('cross_asset_mom_126_top3', 'SPY_trend_150d', 'retail_all_weather_fixed', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09582083035492261,0.09565384085583784,0.0876994532675655,0.8559440774731241,-0.1283607056571623,0.03923224732531778,0.7464966000642735,-0.013612064395993946,-0.06724689906417314,0.21927316879790104,464,464,255,255,99.0,0.0,11,0,0.13728366152136096,0.304728366096891,0.07431411747167926,0.11018687436776586,0.032471669543718606,0.37333333333333335,0.04596401989134424,0.2916666666666667,"{""SPY_95_105_collar"": 0.2, ""SPY_trend_150d"": 0.2, ""cross_asset_mom_126_top3"": 0.2, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.2, ""retail_all_weather_fixed"": 0.2}",-0.0919279946871494,-0.12075175034384111,-0.009356001501789613,-0.03987759955036352,-0.09604029970038774,-0.09879196054124917,-0.09014536721039113,-0.10343187589143099,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s100__QQQ_vol_target_12__SPY_trend_150d__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'SPY_trend_150d', 'all_weather_sleeve_trend_200'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.09308757760745001,0.09292347926005817,0.08597533696624737,0.8446871914601685,-0.12016307788228009,0.03885042750426113,0.7746770409679828,-0.013636932380828972,-0.03896245578782831,0.22597462959465453,433,433,255,255,103.0,0.0,12,0,0.1496283450382159,0.3001966027918512,0.064124595229613,0.11254716523015862,0.039265017975908645,0.30233333333333334,0.051690002151896675,0.2988782051282051,"{""QQQ_vol_target_12"": 0.3333333333333333, ""SPY_trend_150d"": 0.3333333333333333, ""all_weather_sleeve_trend_200"": 0.3333333333333333}",-0.056106851214525744,-0.09090470673226936,-0.011184061368254006,-0.051599519170413166,-0.10146981361789864,-0.10263733542402143,-0.07335868552299762,-0.09954016769811325,full_gfc_2007_2021,True,True,False,False,False,False,False,False
full__s75__cross_asset_mom_126_top3__SPY_trend_150d__retail_all_weather_fixed__all_weather_sleeve_trend_200__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('cross_asset_mom_126_top3', 'SPY_trend_150d', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.07601002886476205,0.07586271312838688,0.061421808658904876,0.9174549473478262,-0.09220874742688023,0.02435468263495041,0.8243255763238356,-0.009405356951875367,-0.049094984238659545,0.14743419461367724,464,464,255,255,109.0,0.0,5,0,0.13805472502872182,0.27377841852754053,0.07361599299229926,0.07758606761931919,0.02630829431854731,0.072,0.03403718104618858,0.004807692307692308,"{""SHY"": 0.25, ""SPY_trend_150d"": 0.15, ""all_weather_sleeve_trend_200"": 0.15, ""cross_asset_mom_126_top3"": 0.15, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.15, ""retail_all_weather_fixed"": 0.15}",0.01114362155463322,-0.05956388002223001,0.024659120964230397,-0.020233387723260554,-0.07117006521724834,-0.07294589900697068,-0.04080836426534218,-0.06464999228139567,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s75__cross_asset_mom_126_top3__sector_low_ulcer_positive_trend__SPY_trend_150d__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('cross_asset_mom_126_top3', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.07931370473829724,0.07916508581981474,0.07557463041486587,0.7766848107573632,-0.10784341937260555,0.03343491729759761,0.7354524290839072,-0.011805378089081192,-0.052806408624931134,0.20348592603966886,464,464,255,255,112.0,0.0,10,0,0.15100655233246493,0.27534618897177227,0.05671959618983502,0.09442278693789108,0.024991019515587576,0.17866666666666667,0.039334173639630654,0.1450320512820513,"{""SHY"": 0.25, ""SPY_95_105_collar"": 0.15, ""SPY_trend_150d"": 0.15, ""cross_asset_mom_126_top3"": 0.15, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.15, ""sector_low_ulcer_positive_trend"": 0.15}",-0.05577492052770827,-0.08481545080093733,-0.029729489860125913,-0.04864146982065731,-0.08247167020812429,-0.08432427405929233,-0.07420564583569211,-0.07694842475516683,full_gfc_2007_2021,False,True,False,False,False,False,False,False
